EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 01-12-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 BEGIN  : Begin date YYYYMMDD
 98-105 END    : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   BEGIN,     END,PARID,PARNAME
 5874,140960,NAIMAKKA_A                              ,SE,+68:40:48,+021:31:48, 402, RR9,19951101,20211031,   56,Marcus Flarup                                     
 5874,140962,NAIMAKKA                                ,SE,+68:40:48,+021:31:48, 403, RR9,19610101,19960131,   56,Marcus Flarup                                     
 5874,902055,NAIMAKKA                                ,SE,+68:41:00,+021:32:00, 402, RR8,20001024,20200229,     ,                    
 5875,140960,NAIMAKKA_A                              ,SE,+68:40:48,+021:31:48, 402, RR9,19951101,20211031,   56,Marcus Flarup                                     
 5875,140962,NAIMAKKA                                ,SE,+68:40:48,+021:31:48, 403, RR9,19610101,19960131,   56,Marcus Flarup                                     
 5875,902055,NAIMAKKA                                ,SE,+68:41:00,+021:32:00, 402, RR8,20001024,20200229,     ,                    
 6938,141805,JOMALA MAARIANHAMINAN LENTOASEMA        ,FI,+60:07:29,+019:54:24,   5, RR3,19590101,20040809,    9,Pauli Jokinen                                     
 6938,141855,JOMALA JOMALABY                         ,FI,+60:10:42,+019:59:23,  11, RR3,19710601,20211031,    9,Pauli Jokinen                                     
 6938,141895,JOMALA SODERSUNDA                       ,FI,+60:09:15,+019:52:31,   9, RR3,19951001,20070101,    9,Pauli Jokinen                                     
 6938,902970,JOMALA MARIEHAMN AIRPORT                ,FI,+60:07:38,+019:54:01,   6, RR8,19820101,20191103,     ,                    
 6939,141810,PARAINEN UTO                            ,FI,+59:47:03,+021:22:16,   9, RR3,19590101,20211031,    9,Pauli Jokinen                                     
 6942,141825,KORPPOO KORPOGARD                       ,FI,+60:10:00,+021:34:00,   7, RR3,19650101,20080731,    9,Pauli Jokinen                                     
 6942,141890,PARAINEN FAGERHOLM                      ,FI,+60:06:42,+021:42:10,   4, RR3,20090428,20211027,    9,Pauli Jokinen                                     
 6942,902950,FAGERHOLM                               ,FI,+60:07:00,+021:42:00,   6, RR8,20080612,20200227,     ,                    
 6944,141835,SALTVIK KVARNBO                         ,FI,+60:17:00,+020:03:00,  10, RR3,19680101,19991130,    9,Pauli Jokinen                                     
 6944,141855,JOMALA JOMALABY                         ,FI,+60:10:42,+019:59:23,  11, RR3,19710601,20211031,    9,Pauli Jokinen                                     
 6946,141845,RYMATTYLA KK                            ,FI,+60:24:00,+021:58:00,   7, RR3,19650101,20080731,    9,Pauli Jokinen                                     
 6946,141945,NAANTALI KESKUSTA                       ,FI,+60:28:00,+022:02:00,  16, RR3,19590101,19721210,    9,Pauli Jokinen                                     
 6948,141805,JOMALA MAARIANHAMINAN LENTOASEMA        ,FI,+60:07:29,+019:54:24,   5, RR3,19590101,20040809,    9,Pauli Jokinen                                     
 6948,141855,JOMALA JOMALABY                         ,FI,+60:10:42,+019:59:23,  11, RR3,19710601,20211031,    9,Pauli Jokinen                                     
 6948,141895,JOMALA SODERSUNDA                       ,FI,+60:09:15,+019:52:31,   9, RR3,19951001,20070101,    9,Pauli Jokinen                                     
 6948,902970,JOMALA MARIEHAMN AIRPORT                ,FI,+60:07:38,+019:54:01,   6, RR8,19820101,20191103,     ,                    
 6955,141825,KORPPOO KORPOGARD                       ,FI,+60:10:00,+021:34:00,   7, RR3,19650101,20080731,    9,Pauli Jokinen                                     
 6955,141890,PARAINEN FAGERHOLM                      ,FI,+60:06:42,+021:42:10,   4, RR3,20090428,20211027,    9,Pauli Jokinen                                     
 6955,902950,FAGERHOLM                               ,FI,+60:07:00,+021:42:00,   6, RR8,20080612,20200227,     ,                    
 6956,141805,JOMALA MAARIANHAMINAN LENTOASEMA        ,FI,+60:07:29,+019:54:24,   5, RR3,19590101,20040809,    9,Pauli Jokinen                                     
 6956,141855,JOMALA JOMALABY                         ,FI,+60:10:42,+019:59:23,  11, RR3,19710601,20211031,    9,Pauli Jokinen                                     
 6956,141895,JOMALA SODERSUNDA                       ,FI,+60:09:15,+019:52:31,   9, RR3,19951001,20070101,    9,Pauli Jokinen                                     
 6956,902970,JOMALA MARIEHAMN AIRPORT                ,FI,+60:07:38,+019:54:01,   6, RR8,19820101,20191103,     ,                    
 6962,141925,HANKO RUSSARO                           ,FI,+59:46:25,+022:57:07,   5, RR3,19590101,20211023,    9,Pauli Jokinen                                     
 6962,902982,RUSSARO                                 ,FI,+59:46:00,+022:57:00,  11, RR8,19820101,20200227,     ,                    
 6964,141935,KAARINA YLTOINEN                        ,FI,+60:23:12,+022:33:17,   6, RR3,19590101,20211031,    9,Pauli Jokinen                                     
 6965,141935,KAARINA YLTOINEN                        ,FI,+60:23:12,+022:33:17,   6, RR3,19590101,20211031,    9,Pauli Jokinen                                     
 6965,141940,PIIKKIO TUORLA                          ,FI,+60:25:00,+022:26:00,  26, RR3,19600101,19710831,    9,Pauli Jokinen                                     
 6965,141965,TURKU KAARNINKO                         ,FI,+60:26:00,+022:17:00,  30, RR3,19650101,19951231,    9,Pauli Jokinen                                     
 6968,141955,KEMIO MATTKARR                          ,FI,+60:07:46,+022:38:57,  21, RR3,19670101,20040224,    9,Pauli Jokinen                                     
 6968,141985,KEMIONSAARI LOVBOLE                     ,FI,+60:09:11,+022:33:40,   7, RR3,19840801,20090713,    9,Pauli Jokinen                                     
 6968,142015,KEMIONSAARI KEMIO KK                    ,FI,+60:10:17,+022:45:39,  13, RR3,20090907,20211031,    9,Pauli Jokinen                                     
 6968,902906,KEMIONSAARI KEMIO                       ,FI,+60:10:16,+022:45:28,  12, RR8,20130828,20200227,     ,                    
 6970,141940,PIIKKIO TUORLA                          ,FI,+60:25:00,+022:26:00,  26, RR3,19600101,19710831,    9,Pauli Jokinen                                     
 6970,141965,TURKU KAARNINKO                         ,FI,+60:26:00,+022:17:00,  30, RR3,19650101,19951231,    9,Pauli Jokinen                                     
 6970,142010,TURKU ARTUKAINEN                        ,FI,+60:27:16,+022:10:54,   8, RR3,20050801,20211031,    9,Pauli Jokinen                                     
 6970,142511,TURKU TURUN LENTOASEMA                  ,FI,+60:30:55,+022:16:39,  49, RR3,19590101,20060702,    9,Pauli Jokinen                                     
 6971,141845,RYMATTYLA KK                            ,FI,+60:24:00,+021:58:00,   7, RR3,19650101,20080731,    9,Pauli Jokinen                                     
 6971,141945,NAANTALI KESKUSTA                       ,FI,+60:28:00,+022:02:00,  16, RR3,19590101,19721210,    9,Pauli Jokinen                                     
 6971,141970,TURKU RUISSALO                          ,FI,+60:26:00,+022:11:00,   4, RR3,19710601,19901130,    9,Pauli Jokinen                                     
 6971,142010,TURKU ARTUKAINEN                        ,FI,+60:27:16,+022:10:54,   8, RR3,20050801,20211031,    9,Pauli Jokinen                                     
 6974,141955,KEMIO MATTKARR                          ,FI,+60:07:46,+022:38:57,  21, RR3,19670101,20040224,    9,Pauli Jokinen                                     
 6974,141985,KEMIONSAARI LOVBOLE                     ,FI,+60:09:11,+022:33:40,   7, RR3,19840801,20090713,    9,Pauli Jokinen                                     
 6974,142015,KEMIONSAARI KEMIO KK                    ,FI,+60:10:17,+022:45:39,  13, RR3,20090907,20211031,    9,Pauli Jokinen                                     
 6974,902906,KEMIONSAARI KEMIO                       ,FI,+60:10:16,+022:45:28,  12, RR8,20130828,20200227,     ,                    
 6979,141945,NAANTALI KESKUSTA                       ,FI,+60:28:00,+022:02:00,  16, RR3,19590101,19721210,    9,Pauli Jokinen                                     
 6979,141965,TURKU KAARNINKO                         ,FI,+60:26:00,+022:17:00,  30, RR3,19650101,19951231,    9,Pauli Jokinen                                     
 6979,141970,TURKU RUISSALO                          ,FI,+60:26:00,+022:11:00,   4, RR3,19710601,19901130,    9,Pauli Jokinen                                     
 6979,142010,TURKU ARTUKAINEN                        ,FI,+60:27:16,+022:10:54,   8, RR3,20050801,20211031,    9,Pauli Jokinen                                     
 6980,141955,KEMIO MATTKARR                          ,FI,+60:07:46,+022:38:57,  21, RR3,19670101,20040224,    9,Pauli Jokinen                                     
 6980,141985,KEMIONSAARI LOVBOLE                     ,FI,+60:09:11,+022:33:40,   7, RR3,19840801,20090713,    9,Pauli Jokinen                                     
 6980,142015,KEMIONSAARI KEMIO KK                    ,FI,+60:10:17,+022:45:39,  13, RR3,20090907,20211031,    9,Pauli Jokinen                                     
 6980,902906,KEMIONSAARI KEMIO                       ,FI,+60:10:16,+022:45:28,  12, RR8,20130828,20200227,     ,                    
 6981,142020,SUOMUSJARVI KETTULA                     ,FI,+60:24:00,+023:46:00,  84, RR3,19590101,19890101,    9,Pauli Jokinen                                     
 6981,142055,SALO SUOMUSJARVI                        ,FI,+60:19:26,+023:42:36,  69, RR3,19700201,20120731,    9,Pauli Jokinen                                     
 6981,142060,NUMMI-PUSULA LEPPAKORPI                 ,FI,+60:29:28,+023:46:10,  96, RR3,19690101,20211030,    9,Pauli Jokinen                                     
 6982,142025,HANKO TVARMINNE                         ,FI,+59:50:38,+023:15:06,   3, RR3,19630101,20211031,    9,Pauli Jokinen                                     
  701,142035,SALO KARKKA                             ,FI,+60:22:25,+023:06:58,   3, RR3,19590101,20211031,    9,Pauli Jokinen                                     
 6987,142020,SUOMUSJARVI KETTULA                     ,FI,+60:24:00,+023:46:00,  84, RR3,19590101,19890101,    9,Pauli Jokinen                                     
 6987,142055,SALO SUOMUSJARVI                        ,FI,+60:19:26,+023:42:36,  69, RR3,19700201,20120731,    9,Pauli Jokinen                                     
 6987,902973,SUOMUSJARVI                             ,FI,+60:24:00,+023:46:00,  86, RR8,19820101,20030227,     ,                    
 6988,142020,SUOMUSJARVI KETTULA                     ,FI,+60:24:00,+023:46:00,  84, RR3,19590101,19890101,    9,Pauli Jokinen                                     
 6988,142060,NUMMI-PUSULA LEPPAKORPI                 ,FI,+60:29:28,+023:46:10,  96, RR3,19690101,20211030,    9,Pauli Jokinen                                     
 6988,142075,SALO KIIKALA LENTOKENTTA                ,FI,+60:27:48,+023:39:09, 117, RR3,20130621,20211031,    9,Pauli Jokinen                                     
 6988,142651,SOMERO SUOJOKI                          ,FI,+60:31:07,+023:40:43,  83, RR3,19681101,20071231,    9,Pauli Jokinen                                     
 6991,142060,NUMMI-PUSULA LEPPAKORPI                 ,FI,+60:29:28,+023:46:10,  96, RR3,19690101,20211030,    9,Pauli Jokinen                                     
 6991,142075,SALO KIIKALA LENTOKENTTA                ,FI,+60:27:48,+023:39:09, 117, RR3,20130621,20211031,    9,Pauli Jokinen                                     
 6991,902777,KIKALA AIRPORT                          ,FI,+60:27:00,+023:39:00, 121, RR8,20030616,20200226,     ,                    
 6992,142080,VANTAA HELSINKI-VANTAAN LENTOASEMA      ,FI,+60:19:38,+024:57:37,  51, RR3,19590101,20211031,    9,Pauli Jokinen                                     
 6992,142261,TUUSULA RUOTSINKYLA                     ,FI,+60:22:00,+024:59:00,  49, RR3,19640301,19990131,    9,Pauli Jokinen                                     
 6992,142271,TUUSULA HYRYLA                          ,FI,+60:25:00,+025:02:00,  45, RR3,19590101,19911231,    9,Pauli Jokinen                                     
 6994,100086,HELSINKI KAISANIEMI                     ,FI,+60:10:30,+024:56:52,   4, RR1,19510101,20211031,    9,Pauli Jokinen                                     
 6994,117994,HELSINKI KAISANIEMI                     ,FI,+60:10:30,+024:56:52,   4, RR1,19510102,20011231,   50,GHCND                                             
 6994,142090,HELSINKI KATAJALUOTO                    ,FI,+60:06:00,+024:55:00,   5, RR3,19590101,19840930,    9,Pauli Jokinen                                     
 6994,142246,VALLISAARI                              ,FI,+60:08:00,+025:00:00,  10, RR3,19590101,19650521,    9,Pauli Jokinen                                     
 6995,100086,HELSINKI KAISANIEMI                     ,FI,+60:10:30,+024:56:52,   4, RR1,19510101,20211031,    9,Pauli Jokinen                                     
 6995,117994,HELSINKI KAISANIEMI                     ,FI,+60:10:30,+024:56:52,   4, RR1,19510102,20011231,   50,GHCND                                             
 6995,142096,ESPOO OTANIEMI                          ,FI,+60:11:00,+024:50:00,   2, RR3,19680101,19790228,    9,Pauli Jokinen                                     
 6996,142101,HELSINKI ILMALA                         ,FI,+60:12:00,+024:55:00,  47, RR3,19590101,19810427,    9,Pauli Jokinen                                     
 6996,142226,HELSINKI KUMPULA                        ,FI,+60:12:10,+024:57:52,  24, RR3,20061012,20211031,    9,Pauli Jokinen                                     
  702,142106,LOHJA PORLA                             ,FI,+60:14:38,+024:03:09,  37, RR3,19590101,20211031,    9,Pauli Jokinen                                     
 7020,100086,HELSINKI KAISANIEMI                     ,FI,+60:10:30,+024:56:52,   4, RR1,19510101,20211031,    9,Pauli Jokinen                                     
 7020,117994,HELSINKI KAISANIEMI                     ,FI,+60:10:30,+024:56:52,   4, RR1,19510102,20011231,   50,GHCND                                             
 7020,142226,HELSINKI KUMPULA                        ,FI,+60:12:10,+024:57:52,  24, RR3,20061012,20211031,    9,Pauli Jokinen                                     
 7023,100086,HELSINKI KAISANIEMI                     ,FI,+60:10:30,+024:56:52,   4, RR1,19510101,20211031,    9,Pauli Jokinen                                     
 7023,142226,HELSINKI KUMPULA                        ,FI,+60:12:10,+024:57:52,  24, RR3,20061012,20211031,    9,Pauli Jokinen                                     
 7023,142241,HELSINKI-MALMIN LENTOASEMA              ,FI,+60:15:12,+025:02:54,  15, RR3,19590101,19921231,    9,Pauli Jokinen                                     
 7026,142226,HELSINKI KUMPULA                        ,FI,+60:12:10,+024:57:52,  24, RR3,20061012,20211031,    9,Pauli Jokinen                                     
 7026,142241,HELSINKI-MALMIN LENTOASEMA              ,FI,+60:15:12,+025:02:54,  15, RR3,19590101,19921231,    9,Pauli Jokinen                                     
 7026,142256,VANTAA TIKKURILA                        ,FI,+60:17:00,+025:04:00,  20, RR3,19590101,19790930,    9,Pauli Jokinen                                     
 7027,142080,VANTAA HELSINKI-VANTAAN LENTOASEMA      ,FI,+60:19:38,+024:57:37,  51, RR3,19590101,20211031,    9,Pauli Jokinen                                     
 7027,142261,TUUSULA RUOTSINKYLA                     ,FI,+60:22:00,+024:59:00,  49, RR3,19640301,19990131,    9,Pauli Jokinen                                     
 7027,142271,TUUSULA HYRYLA                          ,FI,+60:25:00,+025:02:00,  45, RR3,19590101,19911231,    9,Pauli Jokinen                                     
  703,142266,PORVOO JERNBOLE                         ,FI,+60:24:21,+025:39:32,  17, RR3,19590101,20051231,    9,Pauli Jokinen                                     
  703,142286,PORVOO NORRVECKOSKI                     ,FI,+60:23:35,+025:26:02,  24, RR3,19680101,20061231,    9,Pauli Jokinen                                     
  703,142326,PORVOO LEHTIMAKI                        ,FI,+60:22:06,+025:37:37,  10, RR3,20060119,20060627,    9,Pauli Jokinen                                     
  703,142331,PORVOO HARABACKA                        ,FI,+60:23:29,+025:36:41,  22, RR3,20061002,20211031,    9,Pauli Jokinen                                     
 7028,142080,VANTAA HELSINKI-VANTAAN LENTOASEMA      ,FI,+60:19:38,+024:57:37,  51, RR3,19590101,20211031,    9,Pauli Jokinen                                     
 7028,142261,TUUSULA RUOTSINKYLA                     ,FI,+60:22:00,+024:59:00,  49, RR3,19640301,19990131,    9,Pauli Jokinen                                     
 7028,142271,TUUSULA HYRYLA                          ,FI,+60:25:00,+025:02:00,  45, RR3,19590101,19911231,    9,Pauli Jokinen                                     
 7030,142281,PORVOO BENGTSBY                         ,FI,+60:15:50,+025:38:15,  11, RR3,19650101,20080731,    9,Pauli Jokinen                                     
 7031,142266,PORVOO JERNBOLE                         ,FI,+60:24:21,+025:39:32,  17, RR3,19590101,20051231,    9,Pauli Jokinen                                     
 7031,142286,PORVOO NORRVECKOSKI                     ,FI,+60:23:35,+025:26:02,  24, RR3,19680101,20061231,    9,Pauli Jokinen                                     
 7031,142331,PORVOO HARABACKA                        ,FI,+60:23:29,+025:36:41,  22, RR3,20061002,20211031,    9,Pauli Jokinen                                     
 7033,100086,HELSINKI KAISANIEMI                     ,FI,+60:10:30,+024:56:52,   4, RR1,19510101,20211031,    9,Pauli Jokinen                                     
 7033,142226,HELSINKI KUMPULA                        ,FI,+60:12:10,+024:57:52,  24, RR3,20061012,20211031,    9,Pauli Jokinen                                     
 7033,142241,HELSINKI-MALMIN LENTOASEMA              ,FI,+60:15:12,+025:02:54,  15, RR3,19590101,19921231,    9,Pauli Jokinen                                     
 7033,142251,HELSINKI VIIKIN KOETILA                 ,FI,+60:13:00,+025:02:00,   8, RR3,19590101,19691231,    9,Pauli Jokinen                                     
 7033,142296,HELSINKI MARJANIEMI                     ,FI,+60:12:00,+025:05:00,  22, RR3,19700101,19871231,    9,Pauli Jokinen                                     
 7036,100086,HELSINKI KAISANIEMI                     ,FI,+60:10:30,+024:56:52,   4, RR1,19510101,20211031,    9,Pauli Jokinen                                     
 7036,117994,HELSINKI KAISANIEMI                     ,FI,+60:10:30,+024:56:52,   4, RR1,19510102,20011231,   50,GHCND                                             
 7036,142090,HELSINKI KATAJALUOTO                    ,FI,+60:06:00,+024:55:00,   5, RR3,19590101,19840930,    9,Pauli Jokinen                                     
 7036,142246,VALLISAARI                              ,FI,+60:08:00,+025:00:00,  10, RR3,19590101,19650521,    9,Pauli Jokinen                                     
 7036,142311,HELSINKI ISOSAARI                       ,FI,+60:06:15,+025:04:16,   4, RR3,19841001,20080930,    9,Pauli Jokinen                                     
 7039,142266,PORVOO JERNBOLE                         ,FI,+60:24:21,+025:39:32,  17, RR3,19590101,20051231,    9,Pauli Jokinen                                     
 7039,142281,PORVOO BENGTSBY                         ,FI,+60:15:50,+025:38:15,  11, RR3,19650101,20080731,    9,Pauli Jokinen                                     
 7039,142286,PORVOO NORRVECKOSKI                     ,FI,+60:23:35,+025:26:02,  24, RR3,19680101,20061231,    9,Pauli Jokinen                                     
 7039,142326,PORVOO LEHTIMAKI                        ,FI,+60:22:06,+025:37:37,  10, RR3,20060119,20060627,    9,Pauli Jokinen                                     
 7039,142331,PORVOO HARABACKA                        ,FI,+60:23:29,+025:36:41,  22, RR3,20061002,20211031,    9,Pauli Jokinen                                     
 7040,142266,PORVOO JERNBOLE                         ,FI,+60:24:21,+025:39:32,  17, RR3,19590101,20051231,    9,Pauli Jokinen                                     
 7040,142286,PORVOO NORRVECKOSKI                     ,FI,+60:23:35,+025:26:02,  24, RR3,19680101,20061231,    9,Pauli Jokinen                                     
 7040,142326,PORVOO LEHTIMAKI                        ,FI,+60:22:06,+025:37:37,  10, RR3,20060119,20060627,    9,Pauli Jokinen                                     
 7040,142331,PORVOO HARABACKA                        ,FI,+60:23:29,+025:36:41,  22, RR3,20061002,20211031,    9,Pauli Jokinen                                     
 7042,142341,KOTKA RANKKI                            ,FI,+60:22:31,+026:57:42,   9, RR3,19590101,20211031,    9,Pauli Jokinen                                     
 7042,142406,KOTKA KIRKONMAA                         ,FI,+60:23:06,+027:03:06,  17, RR3,20061101,20130831,    9,Pauli Jokinen                                     
 7042,902976,RANKKI                                  ,FI,+60:22:00,+026:58:00,  12, RR8,19820101,20200227,     ,                    
 7055,142341,KOTKA RANKKI                            ,FI,+60:22:31,+026:57:42,   9, RR3,19590101,20211031,    9,Pauli Jokinen                                     
 7055,142406,KOTKA KIRKONMAA                         ,FI,+60:23:06,+027:03:06,  17, RR3,20061101,20130831,    9,Pauli Jokinen                                     
 7055,902976,RANKKI                                  ,FI,+60:22:00,+026:58:00,  12, RR8,19820101,20200227,     ,                    
  704,142411,PORI PORIN LENTOASEMA                   ,FI,+61:27:56,+021:47:49,  13, RR3,19590101,19991231,    9,Pauli Jokinen                                     
  704,142506,PORI RAUTATIEASEMA                      ,FI,+61:28:44,+021:47:11,   9, RR3,20081010,20211031,    9,Pauli Jokinen                                     
  704,902952,PORI                                    ,FI,+61:28:00,+021:48:00,  17, RR8,19820101,20050531,     ,                    
 7059,142436,UUSIKAUPUNKI NERVANDERINPUISTO          ,FI,+60:48:07,+021:25:41,   6, RR3,19650101,20211031,    9,Pauli Jokinen                                     
 7059,142446,UUSIKAUPUNKI KORSAARI                   ,FI,+60:50:44,+021:14:35,   5, RR3,19680101,20080731,    9,Pauli Jokinen                                     
 7061,142436,UUSIKAUPUNKI NERVANDERINPUISTO          ,FI,+60:48:07,+021:25:41,   6, RR3,19650101,20211031,    9,Pauli Jokinen                                     
 7061,142446,UUSIKAUPUNKI KORSAARI                   ,FI,+60:50:44,+021:14:35,   5, RR3,19680101,20080731,    9,Pauli Jokinen                                     
 7073,142411,PORI PORIN LENTOASEMA                   ,FI,+61:27:56,+021:47:49,  13, RR3,19590101,19991231,    9,Pauli Jokinen                                     
 7073,142506,PORI RAUTATIEASEMA                      ,FI,+61:28:44,+021:47:11,   9, RR3,20081010,20211031,    9,Pauli Jokinen                                     
 7073,902952,PORI                                    ,FI,+61:28:00,+021:48:00,  17, RR8,19820101,20050531,     ,                    
  706,142511,TURKU TURUN LENTOASEMA                  ,FI,+60:30:55,+022:16:39,  49, RR3,19590101,20060702,    9,Pauli Jokinen                                     
  706,142536,LIETO TAMMENTAKA                        ,FI,+60:34:26,+022:26:59,  39, RR3,19650101,20170131,    9,Pauli Jokinen                                     
  707,142526,KOKEMAKI PEIPOHJA HYRKOLA               ,FI,+61:16:15,+022:15:08,  37, RR3,19590101,20211031,    9,Pauli Jokinen                                     
  707,142631,KOKEMAKI TULKKILA                       ,FI,+61:15:10,+022:20:59,  38, RR3,20100526,20211031,    9,Pauli Jokinen                                     
 7079,142546,ORIPAA KK                               ,FI,+60:51:00,+022:43:00,  70, RR3,19650101,19811229,    9,Pauli Jokinen                                     
 7079,142586,ORIPAA TEINIKIVI                        ,FI,+60:54:15,+022:42:54,  82, RR3,19700101,20211030,    9,Pauli Jokinen                                     
 7080,142551,YLANE VANHAKARTANO                      ,FI,+60:52:00,+022:24:00,  50, RR3,19650101,19741231,    9,Pauli Jokinen                                     
 7080,142611,POYTYA YLANE                            ,FI,+60:52:17,+022:23:29,  53, RR3,19650101,20211030,    9,Pauli Jokinen                                     
 7082,142561,HUITTINEN SALLILA                       ,FI,+61:01:24,+022:42:07,  70, RR3,19650101,20211031,    9,Pauli Jokinen                                     
 7085,142526,KOKEMAKI PEIPOHJA HYRKOLA               ,FI,+61:16:15,+022:15:08,  37, RR3,19590101,20211031,    9,Pauli Jokinen                                     
 7085,142576,KOKEMAKI KARTANO                        ,FI,+61:14:00,+022:17:00,  40, RR3,19650901,19950131,    9,Pauli Jokinen                                     
 7085,142631,KOKEMAKI TULKKILA                       ,FI,+61:15:10,+022:20:59,  38, RR3,20100526,20211031,    9,Pauli Jokinen                                     
 7086,142526,KOKEMAKI PEIPOHJA HYRKOLA               ,FI,+61:16:15,+022:15:08,  37, RR3,19590101,20211031,    9,Pauli Jokinen                                     
 7086,142581,HARJAVALTA TORTTILA                     ,FI,+61:18:53,+022:07:38,  31, RR3,19650101,20070131,    9,Pauli Jokinen                                     
 7087,142546,ORIPAA KK                               ,FI,+60:51:00,+022:43:00,  70, RR3,19650101,19811229,    9,Pauli Jokinen                                     
 7087,142586,ORIPAA TEINIKIVI                        ,FI,+60:54:15,+022:42:54,  82, RR3,19700101,20211030,    9,Pauli Jokinen                                     
 7088,142526,KOKEMAKI PEIPOHJA HYRKOLA               ,FI,+61:16:15,+022:15:08,  37, RR3,19590101,20211031,    9,Pauli Jokinen                                     
 7088,142591,KOKEMAKI ASKOLA                         ,FI,+61:16:00,+022:17:00,  35, RR3,19670101,20081231,    9,Pauli Jokinen                                     
 7088,142631,KOKEMAKI TULKKILA                       ,FI,+61:15:10,+022:20:59,  38, RR3,20100526,20211031,    9,Pauli Jokinen                                     
 7092,142551,YLANE VANHAKARTANO                      ,FI,+60:52:00,+022:24:00,  50, RR3,19650101,19741231,    9,Pauli Jokinen                                     
 7092,142611,POYTYA YLANE                            ,FI,+60:52:17,+022:23:29,  53, RR3,19650101,20211030,    9,Pauli Jokinen                                     
